time,open,high,low,close,Volume,Volume MA,Histogram,MACD,Signal,CCI
2020-03-18T11:00:00Z,104.5,104.5,104.5,104.5,200,172074.6,0.31154840765581415,-7.248765827265274,-7.560314234921088,-151.12974813800196
2020-03-18T12:00:00Z,105.61,105.61,99,101.4,4936,166277,0.030146108509718772,-7.525143774993083,-7.555289883502802,-153.22600281474809
2020-03-18T13:00:00Z,101.04,105.84,98.06,102.99,501966,186477.75,-0.07637070043267435,-7.644389034007588,-7.568018333574914,-140.62843672151192
2020-03-18T14:00:00Z,102.92,106.89,100.1,100.58,459054,201308.65,-0.1710065429300247,-7.767525966993276,-7.596519424063251,-142.22594954167747
2020-03-18T15:00:00Z,100.63,107.65,99.12,105,320105,201282.8,-0.05602347156359677,-7.6618801408874475,-7.605856669323851,-120.86104442957809
2020-03-18T16:00:00Z,105.01,105.86,96.71,96.775,290287,215731.7,-0.16194121026237074,-7.794788081296616,-7.632846871034245,-143.79474314026018
2020-03-18T17:00:00Z,96.48,98.38,89.07,92.23,359797,233709.65,-0.31503042083014954,-8.000382362002753,-7.685351941172604,-152.10195639197693
2020-03-18T18:00:00Z,92.31,95.32,90,95,261769,246772.9,-0.28454456472460965,-8.017320600017982,-7.732776035293372,-135.54271808121348
2020-03-18T19:00:00Z,95.02,103,92.68,101.8,780472,285781.5,-0.0070813005953045405,-7.741037552654561,-7.733956252059256,-107.19788408175283
2020-03-18T20:00:00Z,101.95,101.95,100,100.2,1114,285731.8,0.19416864429948344,-7.507426167043192,-7.701594811342676,-107.33362064215827
2020-03-18T22:00:00Z,99.64,99.64,98.5,98.5,525,285699.15,0.33187484834971936,-7.314407488268003,-7.646282336617722,-107.54912675930717
2020-03-18T23:00:00Z,101,103.5,101,103.5,595,271361.95,0.614064401654816,-6.929873868020437,-7.543938269675253,-86.88014324947963
2020-03-19T11:00:00Z,100.64,100.75,99.29,99.4,1487,227257.65,0.7259381589181508,-6.697010417604076,-7.422948576522227,-96.2913596810054
2020-03-19T12:00:00Z,97.14,97.18,94.84,97.18,3202,207086.7,0.7668412255084318,-6.528300480095723,-7.295141705604155,-99.85562320829675
2020-03-19T13:00:00Z,97.25,99.89,90.45,98.25,297750,201787.15,0.8505411271797554,-6.302843723894441,-7.153384851074196,-92.6926112166516
2020-03-19T14:00:00Z,98.25,103.51,95.96,96.8,479310,212305.1,0.8881597327543016,-6.117198496194177,-7.005358228948479,-94.52980639576539
2020-03-19T15:00:00Z,96.78,101.22,96.74,98.7,290646,218361.95,0.9880101435879549,-5.852679728095865,-6.84068987168382,-84.68854141840768
2020-03-19T16:00:00Z,98.88,101.6,96.2,98.89,251838,215282.65,1.0784684384542862,-5.582476693487152,-6.660945131941438,-81.05472593488331
2020-03-19T17:00:00Z,99.75,101.66,98.38,100.68,250952,227815.25,1.2047124446756365,-5.255447279819862,-6.460159724495498,-71.52732054802243
2020-03-19T18:00:00Z,100.8,102.28,99,101.2,279359,241768.2,1.3144508225472462,-4.926633764857044,-6.24108458740429,-66.77961995942533
2020-03-19T19:00:00Z,101.13,102.25,97.33,97.7,418552,262685.8,1.2910793978541317,-4.734825289907803,-6.025904687761935,-78.56347535621755
2020-03-19T20:00:00Z,97,97,95.53,95.53,530,262465.5,1.2108156070014937,-4.613286479593526,-5.82410208659502,-84.5372949246627
2020-03-19T21:00:00Z,96.2,96.2,95,95,300,237382.2,1.1387548920549078,-4.495554712530961,-5.6343096045858685,-83.77920434087626
2020-03-20T11:00:00Z,106.5,106.5,100.7,100.97,2694,214564.2,1.2620256645515422,-4.161946329275736,-5.423971993827278,-54.2748257389296
2020-03-20T12:00:00Z,101.54,101.54,97.87,98.7,6400,198878.95,1.2803013065370514,-3.930287136200718,-5.2105884427377696,-62.506174525895005
2020-03-20T13:00:00Z,98.485,102,96.17,96.92,176953,193212.25,1.2360818586922742,-3.768492940930116,-5.00457479962239,-68.9540380595955
2020-03-20T14:00:00Z,96.82,99.51,94.32,99.49,310744,190759.6,1.273537950962866,-3.5187805234990464,-4.792318474461912,-53.93754740599134
2020-03-20T15:00:00Z,99.45,107,98.24,102.69,477847,201563.5,1.384914393948617,-3.176585014855192,-4.561499408803809,-34.88414904292472
2020-03-20T16:00:00Z,102.77,104.63,97.165,98.89,229737,174026.75,1.3410277322137523,-2.996967054554432,-4.337994786768184,-54.068505829373805
2020-03-20T17:00:00Z,98.77,101.74,98.63,101.46,115527,179747.4,1.3712122881990316,-2.738247117202647,-4.109459405401679,-37.17246866648153
2020-03-20T18:00:00Z,101.49,101.6,97.51,97.94,120265,185734.4,1.27513233850729,-2.621805010476507,-3.896937348983797,-57.330153972455335
2020-03-20T19:00:00Z,97.74,98,95,95.01,251719,198290.6,1.1078169204630504,-2.604484275110238,-3.7123011955732883,-75.5343537271371
2020-03-20T20:00:00Z,95.01,95.01,94.64,94.7,400,198236.25,0.9696868482577972,-2.580999872605858,-3.550686720863655,-77.42709879004623
2020-03-20T21:00:00Z,95.01,95.01,95,95.01,1379,198145.1,0.8735083383520559,-2.5315936594529234,-3.4051019978049792,-75.51162389684457
2020-03-20T23:00:00Z,95,95,95,95,100,183262.6,0.7999307575532213,-2.471849447326221,-3.2717802048794424,-76.30235804535305
2020-03-23T11:00:00Z,96,99.5,95.13,99,26067,160600.45,0.8601356110112053,-2.268288658699703,-3.128424269710908,-38.52044126216855
2020-03-23T12:00:00Z,98,102.98,98,101,11205,146628.4,0.9548429134248271,-2.0144408707152763,-2.9692837841401034,-15.697334305916886
2020-03-23T13:00:00Z,101.5,101.99,95.41,100.28,342965,151184.75,0.9913129683898898,-1.8127519876852318,-2.8040649560751216,-21.84980748405834
2020-03-23T14:00:00Z,100.21,100.7,95.9,96.67,311589,154216.6,0.9003157788938334,-1.7536965473656494,-2.654012326259483,-61.908047334737226
2020-03-23T15:00:00Z,96.68,97.67,93.6,96.35,274048,153951.05,0.8157765067383043,-1.702273068398128,-2.5180495751364322,-65.81118575850577
2020-03-23T16:00:00Z,96.28,99.31,96.15,99.17,147464,140396.65,0.8286112323770256,-1.5513364706965689,-2.3799477030735945,-24.13757822758211
2020-03-23T17:00:00Z,99.59,114.46,99.5,109.41,452989,163019.6,1.1246946794169674,-1.0678039104204657,-2.192498589837433,149.14407750575313
2020-03-23T18:00:00Z,109.44,111.37,103.06,105.51,375173,181763.25,1.2021431418907673,-0.7899982576315381,-1.9921413995223054,103.8325584020631
2020-03-23T19:00:00Z,105.76,107.29,103.05,105.71,233163,193286.7,1.2391357299395052,-0.5464830479262162,-1.7856187778657213,127.0097121967565
2020-03-23T20:00:00Z,106,106.3,105.39,106.3,600,192996.7,1.2561651931406173,-0.3200927192016678,-1.576257912342285,157.94956546614358
2020-03-23T21:00:00Z,106.58,106.58,106.58,106.58,100,184154.05,1.2481172592758338,-0.12012110985381241,-1.3682383691296462,160.39861747643366
2020-03-23T22:00:00Z,109.86,109.86,109.35,109.35,500,168641.85,1.2933291907184439,0.14064568670853816,-1.1526835040099057,205.27154655117124
2020-03-23T23:00:00Z,110.49,112,110.49,111.35,445,144771.75,1.3513654201867917,0.42390948620801794,-0.9274559339787738,228.30501327848827
2020-03-24T11:00:00Z,115.58,117.24,115,117,9295,133749.65,1.5211600939419616,0.847230842286848,-0.6739292516551136,296.10989296497075
2020-03-24T12:00:00Z,116.94,123.6,116.21,122.15,42959,130121.25,1.7492099129884264,1.366815646831384,-0.38239426615704253,337.99367692660337
2020-03-24T13:00:00Z,122.86,126.19,120.5,120.94,364863,142351.15,1.82543860590419,1.7472841073978458,-0.0781544985063442,276.91266853867825
2020-03-24T14:00:00Z,120.97,123.84,117.64,119.54,428113,151170.85,1.7837453192510382,2.0028817072865337,0.2191363880354955,228.27486367251143
2020-03-24T15:00:00Z,119.655,123.63,119.655,123.26,212225,161762.1,1.8059212494573749,2.326044512402433,0.5201232629450581,241.81036484972537
2020-03-24T16:00:00Z,123.3,124.11,120.46,121.45,240390,173712.65,1.710586283334489,2.5158072601686285,0.8052209768341396,196.48271679805575
2020-03-24T17:00:00Z,121.45,122.8,118.37,118.75,212180,184316.65,1.5068374997947362,2.5631980599279984,1.0563605601332622,153.09997359851852
2020-03-24T18:00:00Z,119,121.84,116.13,121.01,232241,194625.35,1.3743471930366122,2.6597656186759764,1.2854184256393641,159.9578982127351
2020-03-24T19:00:00Z,121.01,127.93,120.12,127.63,572969,222713.55,1.42162702232125,2.9439832850141556,1.5223562626929057,197.76856761424648
2020-03-24T20:00:00Z,127,136.99,126.75,132.87,35435,207337.05,1.5539320911755916,3.335277035731096,1.7813449445555043,216.44818940283142
2020-03-24T21:00:00Z,133,135.15,130.6,135.15,21384,192826.8,1.655224385895898,3.7124400614340516,2.0572156755381537,210.68505989576988
2020-03-24T22:00:00Z,135.46,140.43,134.57,138,48722,181560.5,1.7460832498575418,4.094312800371952,2.3482295505144104,207.16214023337588
2020-03-24T23:00:00Z,137.28,138.48,133.66,136,39160,176145.3,1.6841999812029194,4.313129528584483,2.6289295473815635,176.19625357203893
2020-03-25T11:00:00Z,138.56,147.16,137.62,142,59772,156484.45,1.7456372702828489,4.665506362711554,2.919869092428705,193.1292775372
2020-03-25T12:00:00Z,142,149.85,141.77,149.21,72375,141344.55,1.9262313045496153,5.167138947736589,3.240907643186974,211.12631930172844
2020-03-25T13:00:00Z,149.7,156.45,141.07,144.23,742162,166794.5,1.8305608498558188,5.376561968018763,3.546001118162944,168.47234405693857
2020-03-25T14:00:00Z,144.47,156.14,141.66,156.14,578968,195712.9,2.028942694762532,5.913100928719231,3.884158233956699,205.63853372486432
2020-03-25T15:00:00Z,156.01,174.74,155.45,167.51,981029,244759.35,2.412817396125245,6.699111862769485,4.2862944666442395,231.4638149751875
2020-03-25T16:00:00Z,167.65,172,163.27,167.17,454625,267465.6,2.574843029223027,7.290278000737771,4.715434971514744,209.1832485401118
2020-03-25T17:00:00Z,167.06,169.91,164.1,166.35,335204,284203.55,2.557235465938244,7.698876348442695,5.1416408825044515,189.59485127022268
2020-03-25T18:00:00Z,166.33,167.57,162.5,165.29,251575,296317.55,2.4025363568812486,7.944599965532575,5.542063608651326,171.50020590586385
2020-03-25T19:00:00Z,165.18,167.5,155,158.69,430323,315685.75,1.9916983578180938,7.865711692772436,5.874013334954342,138.22816894797296
2020-03-25T20:00:00Z,161.71,164,159.9,161,10677,297976.45,1.6672911864040865,7.81918638575911,6.151895199355024,137.16864771574052
2020-03-25T21:00:00Z,161.43,164,161.4,163,7855,276963.55,1.4035842855919132,7.789410199212256,6.385825913620343,134.284846466447
2020-03-25T22:00:00Z,163.84,165.52,163.31,165.5,12085,266956.55,1.204169910877023,7.790690809643536,6.586520898766513,132.53327227023715
2020-03-25T23:00:00Z,165.55,168.89,164.26,168.01,11737,255523.9,1.055641770932283,7.818102964854177,6.762461193921894,130.99730091714355
2020-03-26T11:00:00Z,163.79,164.3,160.68,160.7,1358,244982.8,0.6619739788608934,7.534764169259603,6.872790190398709,102.41314308991943
2020-03-26T12:00:00Z,162,168,160.6,167.635,5181,233629.8,0.5181933712526545,7.477349123526807,6.959155752274152,116.09418130870942
2020-03-26T13:00:00Z,168.92,180.8,167.37,173.55,476852,228823.95,0.5266305480103348,7.57355805828621,7.046927510275875,125.72258488210274
2020-03-26T14:00:00Z,173.6,186.44,172.13,183,828587,268481.55,0.7451625700408071,7.9162838419901504,7.171121271949343,143.9347117653664
2020-03-26T15:00:00Z,183.13,184,179.65,183.77,318515,283338.1,0.8540915385997261,8.167561400315691,7.313469861715965,138.10499700660455
2020-03-26T16:00:00Z,183.79,184.31,176.61,179.34,329971,297400.55,0.7299105269286228,8.165032143132692,7.435121616204069,119.63976288189644
2020-03-26T17:00:00Z,179.48,180.19,175.34,179.35,305531,310719.1,0.5715053814370554,8.1018778945473,7.530372513110245,113.56937033405266
2020-03-26T18:00:00Z,179.45,182.88,178.07,181.41,296482,322554.6,0.45241542449770655,8.05819050835757,7.605775083859863,113.10734860110205
2020-03-26T19:00:00Z,181.225,181.89,177.11,180.27,444567,341164.2,0.2716795152043572,7.922734518264946,7.651055003060589,104.92139236789684
2020-03-26T20:00:00Z,179.87,182.96,179.87,182.96,962,304104.2,0.1633582433856695,7.841639620343869,7.6782813769582,107.21714220381305
2020-03-26T21:00:00Z,184.38,184.38,183.76,183.76,316,275171.6,0.05493461136200928,7.742371756880544,7.687437145518535,104.75961294141148
2020-03-26T22:00:00Z,184,184.5,184,184,3297,226285,-0.06654243195551413,7.609804308237102,7.676346740192616,101.09137485964463
2020-03-27T11:00:00Z,176,178.5,175.52,176.98,2751,203691.3,-0.4040729377019483,7.204928312873676,7.609001250575624,78.81280873638312
2020-03-27T12:00:00Z,173.8,177,173.8,174,1780,187020.1,-0.7675322868843857,6.713546915877174,7.48107920276156,67.93696825832214
2020-03-27T13:00:00Z,174.3,174.3,155.56,161.37,412858,195084.25,-1.4173661789878347,5.8274853272757525,7.244851506263587,30.207004691159444
2020-03-27T14:00:00Z,161.38,164.77,158.79,160.89,230868,185111.5,-1.8973597809223302,5.0312650951875355,6.928624876109866,26.395257763478895
2020-03-27T15:00:00Z,160.93,169.47,158.75,166.67,281405,198647.9,-2.0581253594217364,4.527478623451174,6.58560398287291,41.68110149727859
2020-03-27T16:00:00Z,166.67,168.515,164.11,165.92,134506,204980.45,-2.173801653405449,4.049502053899886,6.223303707305335,37.10815892488304
2020-03-27T17:00:00Z,166.12,168.68,165.21,166.95,139485,211350.45,-2.19987024420349,3.656788422401263,5.856658666604753,38.44186972509953
2020-03-27T18:00:00Z,167.07,167.07,162.38,163.7,168573,219192.25,-2.2830894984880548,3.193054251702023,5.476143750190078,24.680122098980885
2020-03-27T19:00:00Z,163.75,167.8,161.61,161.97,332048,235726.75,-2.3579264237134927,2.7252295891910023,5.083156012904495,15.827422704650782
2020-03-27T20:00:00Z,161.73,161.73,161.5,161.5,2227,235579.05,-2.3854290170819903,2.300155492975506,4.685584510057496,11.16007307107616
2020-03-27T21:00:00Z,160,160,160,160,401,211756.5,-2.40569002618707,1.8789461461725807,4.284636172359651,1.2139010504060945
2020-03-27T23:00:00Z,158.2,158.2,158.2,158.2,200,170337.15,-2.4262901339470013,1.453964349421483,3.880254483368484,-11.22920642472251
2020-03-30T11:00:00Z,153.29,155.3,153,154.01,865,154454.65,-2.5132075663074067,0.9481789893431767,3.4613865556505834,-37.65274176243195
2020-03-30T12:00:00Z,152.34,154,151.51,153.67,24479,139180.05,-2.53033770739128,0.5093258970274235,3.0396636044187035,-46.67937378460316
2020-03-30T13:00:00Z,153,155.39,143.91,144.53,219540,134880.5,-2.7497368916066205,-0.16836276912235348,2.581374122484267,-105.7286289169943
2020-03-30T14:00:00Z,144.65,145.45,140.71,143.18,390989,139605.85,-2.877591244408855,-0.7758156626593973,2.101775581749458,-119.57106836275163
2020-03-30T15:00:00Z,143.15,150.4,142.71,149.68,286385,131696.75,-2.7055898898790183,-1.05474595644273,1.6508439334362883,-85.3901101308661
2020-03-30T16:00:00Z,149.67,151.45,148.2,150.13,149251,139111.2,-2.4978657799819164,-1.2633328098759478,1.2345329701059689,-87.46251850596235
2020-03-30T17:00:00Z,149.98,149.98,146.82,147.5,103130,144251.9,-2.3577013742132387,-1.5161186331428098,0.8415827410704291,-108.16760486983884
2020-03-30T18:00:00Z,147.35,151,145.14,149.29,187918,153482.95,-2.139222326153851,-1.6541766394423973,0.4850456867114539,-101.15360798695446
2020-03-30T19:00:00Z,149.365,152.97,148.61,152.36,283517,167521.25,-1.8322414764884627,-1.6525693691917525,0.17967210729671018,-83.67389036283781
2020-03-30T20:00:00Z,152.35,156.5,152.3,154.17,21841,168524.3,-1.5062058666449696,-1.5775680704557544,-0.07136220381078473,-72.60199002628039
2020-03-30T21:00:00Z,153.61,154.2,153.4,154.2,2023,147982.55,-1.2265854050461766,-1.5023785096979907,-0.2757931046518141,-75.69839221567487
2020-03-30T22:00:00Z,154.36,154.36,153,153,5392,136708.75,-1.0229325492870784,-1.4692144121534056,-0.4462818628663272,-83.26786719579435
2020-03-30T23:00:00Z,152.99,153.24,152.52,153.24,8214,123049.2,-0.8367530517573507,-1.4224937565832363,-0.5857407048258856,-77.86981746943817
2020-03-31T11:00:00Z,158.22,158.22,154.75,156.51,7093,116678.55,-0.5799443374004583,-1.262342431793087,-0.6823980943926287,-52.64355174658966
2020-03-31T12:00:00Z,156.4,156.4,152.9,154.2,13019,110355.25,-0.4419024686562284,-1.1979509744915617,-0.7560485058353333,-66.06487047820865
